0,481056774
0,092472549
0,174630541
0,002989335
0,213771855
0,334998392
0,003680681
0,493609473
0,422687074
0,010995498
0,248647222
0,057245745
0,489486104
0,056857999
0,483312965
0,148618203
0,31245523
0,31180522
0,086772022
0,371432657
0,491346717
0,420882846
0,341745151
0,371894984
0,482454341
0,23425164
0,249800333
0,314808713
0,328121978
0,098137782
0,089367609
0,569768872
0,055313936
0,013990724
0,419070337
0,039713215
0,827219619
0,225323364
0,391773
0,659824114
0,237129523
0,71780557
0,253292188
0,210060432
0,516913567
0,278395459
0,300277245
0,296024523
0,043200187
0,156497912
0,304521232
0,09151588
0,268978083
0,022142216
0,313569803
0,363961324
0,227434736
0,209103725
0,278983393
0,193646082
0,085181169
0,468472888
0,029299717
0,41886746
0,143418767
0,681141605
0,434018561
0,129187736
0,421226837
0,824485215
0,43716113
0,06640172
0,592128577
0,427199699
0,858996906
0,7252458
0,000954128
0,045782461
0,874675518
0,407193255
0,837975151
0,116857382
0,320676777
0,564383742
0,516402553
0,336755201
0,800868063
0,297614567
0,448480497
0,619467605
0,422803113
0,731958644
0,356780713
0,643160372
0,58626196
0,439943751
0,046294678
0,958992208
0,996644777
0,746704358
0,510120924
0,008628482
0,642623927
0,546174117
0,380715669
0,641361621
0,295320975
0,022687852
0,486438053
0,359379329
0,392158792
0,858431501
0,924098189
0,821566963
0,203625359
0,775252915
0,917263924
0,598180873
0,740109513
0,981106282
0,227539431
0,193730762
0,734745491
0,619802403
0,930895194
0,051547812
0,423107169
0,840199464
0,960632338
0,818671885
0,853486536
0,861211797
0,154749811
0,215196258
0,799392167
0,447052698
0,35807872
0,715879423
0,424054978
0,175481742
0,471427002
0,186241215
0,961106077
0,657316519
0,465047992
0,025799079
0,256260123
0,804661614
0,175921433
0,261587455
0,636147953
